qid	r1	r2	Controversial question
82072	2.25	4.25	FALSE
82080	1.6	1.8	FALSE
82097	1.8	3.2	FALSE
82119	1.4	2.4	FALSE
82146	1.0	1.75	FALSE
82161	4.0	4.0	TRUE
82169	1.4	2.8	FALSE
82191	2.2	3.2	FALSE
82192	1.2	3.2	FALSE
82194	3.2	3.2	FALSE
82195	1.2	2.2	FALSE
82200	2.4	4.0	FALSE
82212	2.6	3.4	FALSE
82221	2.6	3.4	FALSE
82233	1.0	1.8	FALSE
82244	1.4	1.4	FALSE
82256	1.2	3.4	FALSE
82277	2.6	3.2	FALSE
82303	4.2	4.2	TRUE
82345	1.2	2.4	FALSE
82348	1.2	1.8	FALSE
82387	1.6	2.2	FALSE
82390	3.0	3.0	FALSE
82391	2.2	3.6	FALSE
82408	2.8	3.0	FALSE
82418	4.4	4.6	TRUE
82442	1.8	2.6	FALSE
82472	2.4	3.4	FALSE
82478	1.0	1.8	FALSE
82480	2.0	2.0	FALSE
82486	1.0	2.0	FALSE
82526	1.8	2.4	FALSE
82601	4.0	5.0	TRUE
82602	1.2	1.8	FALSE
82631	3.733333333333330	4.2	FALSE
82640	2.4	2.2	FALSE
82649	1.4	2.4	FALSE
82683	1.25	3.5	FALSE
82686	4.8	4.8	TRUE
82716	1.6	2.4	FALSE
82718	2.0	3.4	FALSE
82724	2.6	3.0	FALSE
82783	4.2	4.4	TRUE
82798	2.0	2.0	FALSE
82828	1.0	1.4	FALSE
82868	4.133333333333330	4.333333333333330	TRUE
82872	2.4	3.6	FALSE
82893	1.2	2.4	FALSE
82905	1.4	2.2	FALSE
82959	2.4	3.6	FALSE
82968	3.8	4.0	FALSE
82969	2.8	4.0	FALSE
83012	1.4	2.0	FALSE
83030	2.4	3.6	FALSE
83038	1.8	3.6	FALSE
83054	3.6	4.0	FALSE
83061	1.0	2.2	FALSE
83079	2.0	3.6	FALSE
83097	2.2	3.0	FALSE
83210	1.6666666666666700	3.333333333333330	FALSE
83230	2.0	2.6	FALSE
83243	1.8	3.6	FALSE
83253	1.2	1.8	FALSE
83276	2.0	2.6	FALSE
83286	3.6	3.8	FALSE
83377	3.7	4.1	FALSE
83424	1.5	1.5	FALSE
83442	4.0	4.4	TRUE
83493	3.6	4.2	FALSE
83523	2.8	2.6	FALSE
83550	1.0	1.4	FALSE
83553	1.4	2.2	FALSE
83582	2.2	3.6	FALSE
83606	1.0	1.8	FALSE
83611	4.6	5.0	TRUE
83645	4.6	4.6	TRUE
83649	2.6	4.0	FALSE
83656	2.25	2.25	FALSE
83686	1.0	2.8	FALSE
83694	1.2	2.6	FALSE
83696	3.0	3.8	FALSE
83703	1.6	3.8	FALSE
83704	2.0	3.2	FALSE
83745	1.4	3.0	FALSE
83750	3.8	4.7	FALSE
83758	4.6	4.4	TRUE
83759	2.75	3.5	FALSE
83769	1.25	3.0	FALSE
83797	3.2	4.4	FALSE
83799	3.5	4.0	FALSE
83803	3.0	4.4	FALSE
83811	1.0	2.8	FALSE
83812	4.1	4.4	TRUE
83817	1.0	2.2	FALSE
83888	4.2	4.4	TRUE
83912	1.4	1.6	FALSE
83914	1.25	2.75	FALSE
83931	1.0	1.4	FALSE
83939	3.4	4.6	FALSE
83943	4.2	5.0	TRUE
84018	4.4	4.8	TRUE
84044	4.2	4.2	TRUE
84045	2.0	3.6	FALSE
84057	1.0	1.0	FALSE
84087	1.8	2.6	FALSE
84114	1.4	3.2	FALSE
84115	4.2	4.0	TRUE
84154	1.0	1.8	FALSE
84172	1.0	1.75	FALSE
84191	3.2	4.0	FALSE
84200	1.0	1.3333333333333300	FALSE
84203	1.9	3.5	FALSE
84225	4.2	4.8	TRUE
84233	2.4	4.0	FALSE
84273	1.8	2.8	FALSE
84303	3.6	3.8	FALSE
84310	1.2	3.2	FALSE
84323	1.6	2.8	FALSE
84341	1.8	4.0	FALSE
84349	1.5	1.5	FALSE
84351	4.4	4.6	TRUE
84355	3.6	4.0	FALSE
84374	1.6	2.4	FALSE
84383	1.25	1.25	FALSE
84391	1.2	1.2	FALSE
84396	1.0	1.0	FALSE
84420	1.6	1.6	FALSE
84493	2.4	2.4	FALSE
84532	4.8	4.8	TRUE
84548	1.2	3.2	FALSE
84549	1.4	2.6	FALSE
84554	3.4	4.2	FALSE
84570	3.8	4.4	FALSE
84621	1.8	3.2	FALSE
84639	3.2	4.2	FALSE
84647	1.8	3.4	FALSE
84663	1.2	2.2	FALSE
84697	3.9	4.6	FALSE
84725	3.2	4.2	FALSE
84796	1.4	2.2	FALSE
84812	1.5	2.5	FALSE
84868	3.4	4.2	FALSE
84877	2.8	3.8	FALSE
84881	4.0	4.6	TRUE
84883	1.8	4.4	FALSE
84895	1.2	1.8	FALSE
84947	1.0	1.4	FALSE
84985	1.25	3.25	FALSE
84991	2.2	3.6	FALSE
84996	2.8	3.2	FALSE
85012	1.6	1.4	FALSE
85014	2.8	3.4	FALSE
85042	3.0	3.2	FALSE
85055	3.8	4.0	FALSE
85061	1.4	2.2	FALSE
85062	1.0	2.4	FALSE
85099	2.0	3.6	FALSE
85120	2.2	3.2	FALSE
85151	1.8	3.2	FALSE
85198	1.4	2.8	FALSE
85219	4.6	4.8	TRUE
85224	2.0	2.2	FALSE
85238	1.2	2.0	FALSE
85282	3.8	3.8	FALSE
85322	2.2	4.6	FALSE
85360	2.4	3.0	FALSE
85368	1.8	2.6	FALSE
85390	2.4	3.4	FALSE
85397	3.7	4.5	FALSE
85429	1.2	3.4	FALSE
85451	1.6	3.0	FALSE
85523	4.4	4.6	TRUE
85551	2.4	3.8	FALSE
85578	1.6666666666666700	1.6666666666666700	FALSE
85591	2.8	3.0	FALSE
85622	1.25	4.25	FALSE
85662	1.6	1.8	FALSE
85669	1.2	2.0	FALSE
85677	2.6	2.8	FALSE
85685	2.0	3.0	FALSE
85694	1.2	2.0	FALSE
85712	1.0	1.0	FALSE
85723	3.4	3.4	FALSE
85732	1.0	1.3333333333333300	FALSE
85787	4.25	4.5	TRUE
85816	3.75	3.75	FALSE
85885	1.25	2.0	FALSE
85905	1.4	2.4	FALSE
85929	2.0	3.2	FALSE
85954	2.333333333333330	2.333333333333330	FALSE
86044	4.2	4.4	TRUE
86054	1.2	4.0	FALSE
86061	1.8	2.8	FALSE
86081	1.8	2.2	FALSE
86084	3.2	4.2	FALSE
86088	2.2	2.8	FALSE
86102	3.6	4.4	FALSE
86108	4.6	4.8	TRUE
86109	2.6666666666666700	3.6666666666666700	FALSE
86127	1.6	2.4	FALSE
86135	3.6	3.6	FALSE
86163	3.0	2.6	FALSE
86230	4.0	4.4	TRUE
86249	1.0	2.0	FALSE
86269	2.6	2.8	FALSE
86277	1.8	3.4	FALSE
86281	1.0	1.8	FALSE
86284	1.8	3.0	FALSE
86320	3.8	4.6	FALSE
86321	4.2	5.0	TRUE
86322	1.6	1.6	FALSE
86357	1.8	3.2	FALSE
86358	3.6	4.4	FALSE
86365	2.0	3.0	FALSE
86443	1.5	3.5	FALSE
86451	1.8	2.8	FALSE
86460	4.2	4.8	TRUE
86462	1.0	1.6	FALSE
86467	1.2	2.8	FALSE
86468	1.0	2.8	FALSE
86498	2.8	3.8	FALSE
86589	4.6	4.6	TRUE
86603	1.2	1.8	FALSE
86606	2.0	4.0	FALSE
86635	1.8	3.6	FALSE
86670	1.0	2.8	FALSE
86671	3.25	4.0	FALSE
86709	2.2	3.2	FALSE
86729	1.4	3.0	FALSE
86751	1.8	4.0	FALSE
86781	3.5	4.1	FALSE
86785	2.6	4.0	FALSE
86786	2.8	3.8	FALSE
86806	3.6	3.6	FALSE
86809	2.6	4.4	FALSE
86854	2.0	2.2	FALSE
86855	1.25	1.75	FALSE
86872	1.2	3.0	FALSE
86878	2.4	3.2	FALSE
86904	1.0	3.0	FALSE
86936	1.8	3.0	FALSE
86954	4.5	4.5	TRUE
86962	1.6	1.8	FALSE
86971	2.0	3.0	FALSE
86987	1.6	3.8	FALSE
86999	3.6	4.4	FALSE
87042	3.2	3.6	FALSE
87043	2.6	4.4	FALSE
87049	2.0	2.8	FALSE
87063	1.0	1.4	FALSE
87072	2.4	2.2	FALSE
87132	4.8	4.8	TRUE
87163	1.2	2.4	FALSE
87182	2.4	2.2	FALSE
87247	3.0	1.8	FALSE
87251	2.2	3.0	FALSE
87259	2.2	2.8	FALSE
87268	4.6	5.0	TRUE
87328	1.8	1.8	FALSE
87351	1.6	2.4	FALSE
87353	2.142857142857140	2.2857142857142900	FALSE
87384	4.2	4.8	TRUE
87408	1.2	2.2	FALSE
87410	2.2	2.2	FALSE
87413	1.0	2.0	FALSE
87426	4.0	4.6	TRUE
87455	3.8	4.0	FALSE
87507	3.6	4.4	FALSE
87550	2.0	3.0	FALSE
87556	2.2	4.0	FALSE
87560	1.9	1.6	FALSE
87561	1.0	1.8	FALSE
87569	2.75	3.0	FALSE
87612	2.2	2.6	FALSE
87616	4.4	4.4	TRUE
87688	2.4	3.4	FALSE
87724	2.0	3.6	FALSE
87789	1.5	2.5	FALSE
87792	3.2	4.6	FALSE
87847	1.2	1.2	FALSE
87854	1.75	2.0	FALSE
87859	1.2	3.2	FALSE
87878	3.6	4.6	FALSE
87885	1.4	2.6	FALSE
87887	2.8	4.0	FALSE
87946	3.0	3.8	FALSE
87959	2.8	4.4	FALSE
87978	1.4	2.6	FALSE
88021	1.2	3.4	FALSE
88025	1.8	3.0	FALSE
88032	2.8	2.8	FALSE
88033	1.4	2.4	FALSE
88042	2.2	3.2	FALSE
88057	3.2	4.6	FALSE
88063	1.6	1.8	FALSE
88086	2.0	3.2	FALSE
88097	1.4	3.4	FALSE
88104	2.8	4.0	FALSE
88114	1.4	2.6	FALSE
88121	2.2	3.2	FALSE
88161	3.0	3.6	FALSE
88184	2.8	3.6	FALSE
88200	1.4	2.6	FALSE
88244	4.0	4.6	TRUE
88245	4.6	4.8	TRUE
88268	1.4	2.0	FALSE
88305	1.4	1.8	FALSE
88316	2.0	2.4	FALSE
88329	3.4	4.0	FALSE
88338	1.2	2.2	FALSE
88343	1.4	2.2	FALSE
88357	4.0	4.6	TRUE
88358	3.8	4.8	FALSE
88361	3.2	4.0	FALSE
88381	2.8	2.8	FALSE
88387	2.6	4.0	FALSE
88404	1.0	1.6	FALSE
88520	2.0	2.4	FALSE
88554	4.4	4.2	TRUE
88570	1.4	2.0	FALSE
88605	1.0	1.0	FALSE
88614	4.2	4.8	TRUE
88615	4.75	4.5	TRUE
88624	1.8	2.8	FALSE
88628	3.8	4.0	FALSE
88629	3.4	4.0	FALSE
88644	1.8	2.8	FALSE
88672	1.0	2.5	FALSE
88681	1.25	2.75	FALSE
88683	1.6	4.2	FALSE
88706	1.8	2.4	FALSE
88738	1.0	1.0	FALSE
88741	2.0	2.4	FALSE
88753	1.6	2.0	FALSE
88763	2.0	4.0	FALSE
88775	1.25	2.0	FALSE
88785	1.6	2.2	FALSE
88799	4.8	4.8	TRUE
88834	4.4	4.8	TRUE
88850	1.0	1.0	FALSE
88851	1.6	2.6	FALSE
88874	4.4	4.6	TRUE
88897	3.4	4.4	FALSE
88946	1.6	2.8	FALSE
88962	1.0	1.4	FALSE
88965	3.6	3.6	FALSE
89037	1.6	1.8	FALSE
89041	1.6	2.0	FALSE
89060	2.4	4.0	FALSE
89090	1.5	1.5	FALSE
89110	1.6	2.3	FALSE
89134	2.0	3.2	FALSE
89153	3.2	4.0	FALSE
89180	1.3333333333333300	2.333333333333330	FALSE
89193	1.0	1.0	FALSE
89201	1.4	2.2	FALSE
89229	2.2	3.2	FALSE
89256	1.6	2.6	FALSE
89259	2.8	4.2	FALSE
89279	3.6	4.4	FALSE
89283	2.2	3.2	FALSE
89300	2.25	3.0	FALSE
89348	3.4	3.8	FALSE
89350	4.4	5.0	TRUE
89354	2.8	4.0	FALSE
89384	2.2	2.4	FALSE
89389	2.8	3.4	FALSE
89390	3.8	4.2	FALSE
89401	3.8	4.0	FALSE
89404	1.4	1.4	FALSE
89406	1.6	2.4	FALSE
89429	1.0	1.6	FALSE
89451	2.4	3.8	FALSE
89473	1.0	3.0	FALSE
89475	3.75	4.0	FALSE
89521	2.125	3.375	FALSE
89546	4.2	4.4	TRUE
89568	1.4	1.6	FALSE
89630	1.8	3.2	FALSE
89648	2.6666666666666700	2.6666666666666700	FALSE
89681	4.6	4.6	TRUE
89732	1.4	1.2	FALSE
89743	4.4	4.6	TRUE
89744	4.6	4.8	TRUE
89753	2.0	3.2	FALSE
89762	1.4	1.6	FALSE
89798	2.0	3.2	FALSE
89808	1.4	2.8	FALSE
89811	3.6	4.2	FALSE
89812	3.4	4.2	FALSE
89814	1.8	1.6	FALSE
89824	1.75	2.5	FALSE
89837	2.0	2.4	FALSE
89859	1.2	2.0	FALSE
89863	1.0	2.4	FALSE
89875	3.0	3.6	FALSE
89911	1.0	2.8	FALSE
89973	2.2	4.0	FALSE
89980	1.6	3.0	FALSE
89998	2.0	2.0	FALSE
90034	1.25	1.25	FALSE
90065	3.0	3.8	FALSE
90075	4.0	4.4	TRUE
90111	2.4	4.2	FALSE
90127	1.6666666666666700	4.0	FALSE
90141	2.4	3.6	FALSE
90157	3.8	4.4	FALSE
90158	1.4	2.6	FALSE
90188	1.2	3.2	FALSE
90287	3.6	4.0	FALSE
90307	2.4	3.9	FALSE
90311	2.5	2.5	FALSE
90328	2.6	3.0	FALSE
90352	3.2	4.4	FALSE
90394	2.0	2.8	FALSE
90400	2.2	3.6	FALSE
90402	1.0	1.0	FALSE
90455	2.8	4.2	FALSE
90496	1.0	1.2	FALSE
90515	1.4	1.6	FALSE
90520	1.0	3.5	FALSE
90537	1.0	2.0	FALSE
90543	1.6	1.8	FALSE
90552	3.0	3.4	FALSE
90594	3.2	4.6	FALSE
90641	1.8	2.8	FALSE
90643	1.2	2.6	FALSE
90661	1.8	2.8	FALSE
90675	1.5	2.75	FALSE
90681	1.6	3.4	FALSE
90729	1.75	3.25	FALSE
90854	2.4	3.6	FALSE
90882	4.4	4.4	TRUE
90885	1.6	3.2	FALSE
90892	2.0	2.8	FALSE
90894	1.0	1.5	FALSE
90907	1.4	2.2	FALSE
90920	1.4	1.6	FALSE
90930	2.8	3.0	FALSE
91055	2.4	4.0	FALSE
91080	3.2	3.2	FALSE
91081	2.6	4.0	FALSE
91088	2.8	3.8	FALSE
91100	1.4	2.8	FALSE
91111	4.8	5.0	TRUE
91113	2.8	3.2	FALSE
91115	1.75	1.75	FALSE
91135	4.6	4.6	TRUE
91136	4.4	4.6	TRUE
91189	2.0	2.2	FALSE
91214	1.4	2.2	FALSE
91240	1.6	2.4	FALSE
91261	3.0	3.8	FALSE
91272	3.5	3.75	FALSE
91283	3.8	4.4	FALSE
91298	1.0	2.0	FALSE
91305	3.0	3.0	FALSE
91333	2.8	4.0	FALSE
91349	4.1	4.4	TRUE
91414	1.0	1.6	FALSE
91432	2.0	4.0	FALSE
91481	3.9	4.4	FALSE
91482	3.0	3.8	FALSE
91490	1.2	2.4	FALSE
91499	1.2	1.4	FALSE
91509	2.4	4.0	FALSE
91540	3.7	4.4	FALSE
91603	2.0	4.0	FALSE
91629	4.6	5.0	TRUE
91652	4.2	4.6	TRUE
91687	4.4	4.6	TRUE
91717	1.0	4.333333333333330	FALSE
91751	3.2	3.0	FALSE
91774	1.2	3.6	FALSE
91788	2.2	2.8	FALSE
91824	2.4	3.0	FALSE
91868	3.8	4.2	FALSE
91869	1.25	2.25	FALSE
91901	3.6	4.6	FALSE
91902	1.2	2.6	FALSE
91941	4.6	4.6	TRUE
91947	2.0	2.6	FALSE
91958	2.0	2.0	FALSE
91965	3.8	4.2	FALSE
91972	1.4	2.8	FALSE
91981	2.6	3.8	FALSE
91987	1.0	2.2	FALSE
91989	1.8	2.6	FALSE
92006	3.4	3.8	FALSE
92007	3.6	4.2	FALSE
92022	3.4	3.4	FALSE
92043	4.0	5.0	TRUE
92068	5.0	5.0	TRUE
92099	1.2	1.2	FALSE
92106	1.4	2.0	FALSE
92127	4.2	3.6	FALSE
92175	3.6	4.2	FALSE
92190	1.4	2.8	FALSE
92193	1.4	3.0	FALSE
92203	1.4	2.2	FALSE
92212	1.0	3.0	FALSE
92292	3.8	5.0	FALSE
92310	1.0	1.6	FALSE
92363	1.0	2.333333333333330	FALSE
92370	4.4	4.8	TRUE
92371	4.2	5.0	TRUE
92375	1.25	2.0	FALSE
92383	1.8	3.8	FALSE
92394	2.2	2.8	FALSE
92400	1.0	2.4444444444444400	FALSE
92406	1.8	2.4	FALSE
92409	1.0	1.0	FALSE
92440	1.25	3.25	FALSE
92444	1.6	2.4	FALSE
92456	2.6	2.8	FALSE
92493	1.6	2.8	FALSE
92530	2.4	3.2	FALSE
92551	1.5833333333333300	3.5	FALSE
92584	1.6	1.8	FALSE
92593	1.8	2.0	FALSE
92594	1.6	1.8	FALSE
92674	1.6	3.4	FALSE
92691	1.4	2.8	FALSE
92735	1.8	2.8	FALSE
92774	1.25	2.75	FALSE
92776	4.4	4.6	TRUE
92795	3.0	4.4	FALSE
92806	1.2	2.0	FALSE
92814	1.0	1.8	FALSE
92826	1.8	3.6	FALSE
92833	2.6	3.0	FALSE
92912	3.4	4.6	FALSE
92946	2.0	3.2	FALSE
92967	2.0	3.333333333333330	FALSE
92992	3.0	4.2	FALSE
93052	2.0	3.4	FALSE
93089	1.6	1.8	FALSE
93100	3.0	4.0	FALSE
93145	2.8	3.8	FALSE
93150	3.8	4.6	FALSE
93161	1.2	1.8	FALSE
93171	1.5	1.75	FALSE
93178	1.6	4.2	FALSE
93203	3.0	3.6666666666666700	FALSE
93221	1.5	3.0	FALSE
93234	3.2	3.8	FALSE
93259	3.8	4.2	FALSE
93275	1.0	2.6	FALSE
93276	2.75	3.75	FALSE
93283	2.0	3.0	FALSE
93316	1.2	1.2	FALSE
93338	2.6	4.0	FALSE
93367	1.6	1.8	FALSE
93369	1.2	3.4	FALSE
93373	3.5	4.0	FALSE
93414	1.0	2.4	FALSE
93420	1.0	1.2	FALSE
93424	1.2	1.8	FALSE
93431	3.6	4.6	FALSE
93497	1.4	1.4	FALSE
93500	4.4	4.6	TRUE
93505	4.4	5.0	TRUE
93517	1.25	1.25	FALSE
93531	4.0	4.4	TRUE
93557	1.5	1.5	FALSE
93561	1.0	1.0	FALSE
93580	2.5	4.25	FALSE
93584	1.0	3.0	FALSE
93595	3.4	4.4	FALSE
93632	1.8	3.6	FALSE
93651	3.4	4.2	FALSE
93653	3.0	3.4	FALSE
93655	1.2	1.4	FALSE
93672	1.0	1.75	FALSE
93674	3.2	3.2	FALSE
93737	2.6	4.2	FALSE
93752	2.2	2.6	FALSE
93782	1.4	2.4	FALSE
93804	1.4	1.8	FALSE
93853	2.2	3.2	FALSE
93881	1.0	1.6	FALSE
93885	4.4	4.4	TRUE
93917	2.2	3.8	FALSE
93937	2.8	3.2	FALSE
93953	3.6	4.4	FALSE
93957	1.6	2.0	FALSE
93963	1.2	1.6	FALSE
94020	4.6	4.6	TRUE
94022	4.0	4.4	TRUE
94030	1.2	3.2	FALSE
94045	1.6	2.6	FALSE
94078	1.8	3.4	FALSE
94098	2.0	2.25	FALSE
94106	1.2	2.0	FALSE
94121	4.0	4.0	TRUE
94166	2.6	2.2	FALSE
94186	3.0	4.2	FALSE
94188	3.6	4.2	FALSE
94213	1.4	1.2	FALSE
94221	2.4	3.4	FALSE
94274	3.6	3.8	FALSE
94303	3.6	4.4	FALSE
94304	4.2	4.6	TRUE
94315	4.8	4.8	TRUE
94316	5.0	5.0	TRUE
94352	4.2	4.6	TRUE
94391	3.466666666666670	3.8666666666666700	FALSE
94396	4.8	5.0	TRUE
94397	4.6	4.8	TRUE
94417	2.4	3.4	FALSE
94426	1.0	2.5	FALSE
94458	4.2	4.4	TRUE
94482	1.2	2.8	FALSE
94588	2.8	2.8	FALSE
94606	2.75	3.5	FALSE
94620	2.4	4.2	FALSE
94642	4.4	4.6	TRUE
94643	3.8	4.8	FALSE
94670	4.0	4.2	TRUE
94679	2.8	3.6	FALSE
94682	3.8	4.0	FALSE
94716	1.8	1.8	FALSE
94718	2.6	4.4	FALSE
94759	1.2	3.2	FALSE
94764	4.0	4.6	TRUE
94773	1.0	4.0	FALSE
94783	1.4	1.6	FALSE
94924	1.2	2.6	FALSE
94931	4.0	4.0	TRUE
94953	1.8	2.4	FALSE
94965	1.0	3.2	FALSE
94988	2.6	3.4	FALSE
94997	2.25	4.5	FALSE
94998	2.2	3.8	FALSE
95008	2.0	3.6	FALSE
95024	3.0	4.4	FALSE
95035	3.6	4.4	FALSE
95048	1.4	1.8	FALSE
95057	2.4	3.8	FALSE
95115	1.0	1.5	FALSE
95122	1.5	1.75	FALSE
95125	1.6	3.6	FALSE
95146	1.4	3.2	FALSE
95147	3.4	3.8	FALSE
95260	2.6	4.2	FALSE
95269	1.4	2.4	FALSE
95280	1.0	3.2	FALSE
95299	1.0	1.0	FALSE
95307	1.0	2.0	FALSE
95321	1.8	2.8	FALSE
95327	3.8	4.4	FALSE
95328	4.6	4.6	TRUE
95370	4.0	4.6	TRUE
95404	2.0	3.8	FALSE
95412	1.9	3.7	FALSE
95437	2.0	3.25	FALSE
95449	2.0	3.4	FALSE
95456	1.2	2.2	FALSE
95469	2.0	3.8	FALSE
95493	1.0	2.4	FALSE
95539	1.6666666666666700	1.6666666666666700	FALSE
95541	3.25	4.0	FALSE
95564	2.75	3.5	FALSE
95627	2.6	3.6	FALSE
95668	1.4	2.8	FALSE
95686	1.4	3.0	FALSE
95687	4.0	4.666666666666670	TRUE
95703	1.6	3.0	FALSE
95712	2.6	4.4	FALSE
95728	2.2	3.4	FALSE
95746	3.2	4.0	FALSE
95749	3.0	4.0	FALSE
95771	1.0	1.8	FALSE
95781	3.4	4.6	FALSE
95797	2.8	4.0	FALSE
95823	4.2	4.3	TRUE
95824	3.8	4.6	FALSE
95834	3.4	4.4	FALSE
95842	2.4	4.0	FALSE
95849	3.5	3.5	FALSE
95880	4.6	4.8	TRUE
95891	1.4	2.0	FALSE
95892	2.0	3.2	FALSE
95938	3.0	4.0	FALSE
95969	3.2	3.8	FALSE
95972	2.0	3.0	FALSE
95987	1.4	1.8	FALSE
95990	1.2	2.2	FALSE
96015	1.2	2.2	FALSE
96059	4.2	4.2	TRUE
96071	2.2	3.2	FALSE
96074	1.6	3.4	FALSE
96076	3.4	4.8	FALSE
96084	2.8	3.8666666666666700	FALSE
96085	2.8	4.0	FALSE
96096	2.2	3.4	FALSE
96114	1.0	2.2	FALSE
96118	1.4	4.0	FALSE
96125	3.0	3.8	FALSE
96127	1.0	1.8	FALSE
96130	4.4	4.6	TRUE
96131	2.8	3.4	FALSE
96134	1.0	1.8	FALSE
96181	4.5	4.5	TRUE
96194	2.0	2.5	FALSE
96214	3.4	4.4	FALSE
96215	3.0	3.4	FALSE
96216	2.0	3.0	FALSE
96237	1.4	3.0	FALSE
96254	1.2	2.4	FALSE
96302	2.0	1.8	FALSE
96306	2.2	4.0	FALSE
96315	3.2	3.8	FALSE
96332	2.2	3.8	FALSE
96336	1.6	3.8	FALSE
96347	1.0	1.6	FALSE
96352	1.6666666666666700	2.0	FALSE
96353	1.5	2.0	FALSE
96385	1.8	3.2	FALSE
96401	4.6	4.6	TRUE
96406	1.6	2.6	FALSE
96407	3.2	4.2	FALSE
96416	1.4	3.4	FALSE
96423	4.8	4.8	TRUE
96432	3.4	4.4	FALSE
96478	1.6	2.0	FALSE
96486	3.2	4.4	FALSE
96500	1.6	4.0	FALSE
96515	1.2	2.2	FALSE
96523	1.0	1.25	FALSE
96549	1.0	1.8	FALSE
96550	1.2	1.4	FALSE
96551	1.2	3.4	FALSE
96569	1.2	1.4	FALSE
96594	2.2	3.6	FALSE
96613	1.8	2.6	FALSE
96616	1.4	2.8	FALSE
96643	1.6	2.8	FALSE
96655	1.0	3.6	FALSE
96694	1.8	2.8	FALSE
96695	1.0	1.6	FALSE
96702	1.8	2.6	FALSE
96722	1.2	2.2	FALSE
96739	1.6	2.8	FALSE
96742	3.0	3.4	FALSE
96743	3.6	4.4	FALSE
96767	1.6	1.0	FALSE
96786	1.3333333333333300	3.0	FALSE
96792	1.4	2.8	FALSE
96803	1.6	2.2	FALSE
96843	3.2	3.6	FALSE
96899	3.4	4.0	FALSE
96921	2.333333333333330	4.0	FALSE
96933	1.6	3.0	FALSE
96956	2.4	2.6	FALSE
96960	1.8	2.6	FALSE
96970	1.2	4.0	FALSE
96999	3.0	3.4	FALSE
97032	3.4	3.8	FALSE
97051	1.2	1.6	FALSE
97056	1.0	4.0	FALSE
97059	1.4	1.2	FALSE
97104	1.1	2.4	FALSE
97123	4.8	4.6	TRUE
97140	1.6	2.0	FALSE
97146	2.6	3.4	FALSE
97147	1.2	2.8	FALSE
97162	3.3	4.3	FALSE
97172	1.2	1.4	FALSE
97181	3.2	4.6	FALSE
97190	4.6	4.8	TRUE
97198	2.333333333333330	2.333333333333330	FALSE
97208	1.0	2.0	FALSE
97216	1.75	3.0	FALSE
97258	1.6	2.2	FALSE
97266	1.4	3.6	FALSE
97278	2.6	3.4	FALSE
97307	2.25	4.0	FALSE
97314	1.5	1.25	FALSE
97321	3.0	4.4	FALSE
97337	1.8	2.6	FALSE
97338	3.4	4.2	FALSE
97339	1.8	2.8	FALSE
97364	4.8	4.6	TRUE
97365	3.8	4.4	FALSE
97418	1.0	1.8	FALSE
97430	3.4	4.3	FALSE
97447	1.2	1.2	FALSE
97495	3.6	4.6	FALSE
97498	2.6	4.2	FALSE
97536	3.4	3.6	FALSE
97554	1.25	3.5	FALSE
97592	3.3	3.5	FALSE
97600	1.2	2.4	FALSE
97615	1.0	1.8	FALSE
97616	1.0	1.6	FALSE
97624	2.0	4.0	FALSE
97635	2.0	2.4	FALSE
97677	1.8	2.0	FALSE
97684	1.6666666666666700	2.0	FALSE
97799	1.2	1.8	FALSE
97840	2.2	3.2	FALSE
97868	1.4	2.4	FALSE
97912	2.6	3.2	FALSE
97967	1.6	1.6	FALSE
98008	1.4	2.6	FALSE
98016	1.0	2.0	FALSE
98053	4.4	5.0	TRUE
98060	3.6	4.6	FALSE
98078	3.8	3.6	FALSE
98106	4.8	4.8	TRUE
98131	1.0	2.2	FALSE
98149	1.6	1.4	FALSE
98155	2.2	3.8	FALSE
98164	4.4	4.4	TRUE
98167	2.2	3.8	FALSE
98168	4.0	4.0	TRUE
98178	3.6	3.8	FALSE
98184	2.4	3.4	FALSE
98218	1.2	2.2	FALSE
98220	4.2	4.6	TRUE
98248	3.2	4.2	FALSE
98295	1.4	2.0	FALSE
98307	1.5	1.75	FALSE
98312	2.6	3.8	FALSE
98314	2.0	4.2	FALSE
98343	1.5	3.25	FALSE
98358	4.0	4.4	TRUE
98389	2.2	3.6	FALSE
98391	2.8	4.2	FALSE
98470	2.6	2.6	FALSE
98486	2.4	3.4	FALSE
98504	4.2	4.4	TRUE
98515	3.4	4.2	FALSE
98528	1.2	1.6	FALSE
98545	2.4	2.8	FALSE
98577	3.6	3.8	FALSE
98591	1.4	2.0	FALSE
98592	3.6	4.4	FALSE
98593	2.6	3.6	FALSE
98598	1.4	3.2	FALSE
98621	1.2	1.2	FALSE
98628	2.2	3.8	FALSE
98635	2.0	2.6	FALSE
98645	2.0	2.0	FALSE
98666	1.0	3.333333333333330	FALSE
98678	1.0	2.6	FALSE
98679	2.0	3.0	FALSE
98680	2.2	2.8	FALSE
98683	1.2	2.0	FALSE
98714	1.0	1.6	FALSE
98716	1.4	2.4	FALSE
98723	3.6	4.4	FALSE
98803	3.7	4.5	FALSE
98827	2.2	3.8	FALSE
98835	3.0	4.2	FALSE
98882	1.8	3.8	FALSE
98884	4.4	4.4	TRUE
98887	4.4	4.6	TRUE
98925	1.8	3.6	FALSE
98927	1.75	2.0	FALSE
98928	1.8	2.4	FALSE
